Name,Gender,Age,Div,Ctry,Time
Barth Dale-Ann,F,49,1321,USA,340.30
Barth George H. II,M,49,1972,USA,296.60
Galopim Laura M.,F,39,4471,USA,382.62
Ronan Sharon M.,F,38,4208,USA,349.63
Sansone Randy C.,M,47,2170,USA,343.45
Klypka Matthew R.,M,25,3292,USA,273.85
Carroll Brian,M,49,2138,USA,327.08
Freni Michael J.,M,32,3914,USA,325.80
Lynch Ryan M.,M,37,3743,USA,305.68
Grover Aaron J.,M,42,1728,USA,297.27
Fell Alexa C.,F,22,2508,USA,261.30
Sun Mimi,F,49,1325,USA,345.47
Kendall William H. IV,M,36,3486,USA,282.98
Sanderson Regina M.,F,49,1431,USA,424.75
Heath Jason M.,M,31,4252,USA,382.98
Earley Kathleen E.,F,49,1311,USA,336.97
Deveau Edward P.,M,55,924,USA,319.30
Chaplick Danielle J.,F,29,3711,USA,306.22
Curry Kathryn L.,F,47,1339,USA,347.88
Morrison Thomas J.,M,37,3939,USA,330.35
Benedict Gordon D.,M,41,2011,USA,417.37
Gaynor Julia K.,F,37,3085,USA,277.28
Clancy Michael P.,M,47,2185,USA,354.30
Morrison Kevin P.,M,53,1676,USA,322.37
Seeley Christopher P.,M,33,4102,USA,344.68
Westergren Yvonne,F,40,984,USA,276.50
Coats Katharine Y.,F,27,4184,USA,350.18
Hodgdon Jacqueline M.,F,47,1007,USA,293.27
Giurlani Beatrice,F,29,2225,USA,257.12
Mixon Jon H.,M,25,3649,USA,294.63
Cronin Melissa E.,F,24,4425,USA,373.52
Merritt Jeff,M,40,1202,USA,242.68
Fier Rachel A.,F,42,1377,USA,329.17
Adelkopf Gary,M,46,2019,USA,305.17
McGoff Tara A.,F,33,2874,USA,270.42
Irwin Patrick K.,M,28,3768,USA,304.25
Tormey Peter D.,M,22,2000,IRL,219.58
Yannarella Kari L.,F,28,4534,USA,397.00
Gabor Tricia L.,F,33,3308,USA,289.57
Kent Meredith K.,F,37,4397,USA,367.72
Garvey Maureen,F,34,3031,USA,275.45
Gorczyca Kathryn E.,F,44,1300,USA,315.57
Duijser Machiel,M,40,1361,USA,260.30
Aloise Christine E.,F,34,3363,USA,288.38
Clancy Seamus T.,M,33,2798,IRL,244.68
Arrigo Monica L.,F,34,3838,USA,321.02
Brown Elizabeth J.,F,36,3947,USA,323.85
Isbell Marda S.,F,30,3948,USA,323.87
Morimoto Hiroshi,M,50,1477,USA,299.98
Chmielewski Bozena,F,34,4165,USA,341.50
Blinkhorn Robbie,M,59,702,USA,291.82
Pacyna Thomas,M,32,3384,USA,275.53
Levy James M.,M,42,1543,USA,269.20
Leeret Stephen P.,M,44,1935,USA,352.82
Reid Craig C.,M,26,3942,USA,320.98
Fahey Laura D.,F,31,3440,USA,292.97
English James F.,M,60,293,USA,278.40
Lynch Patrick D.,M,34,3692,USA,302.82
Giblin Edmund B.,M,29,4163,USA,352.57
Puzzo Stephen R.,M,40,1898,USA,338.70
Slattery Patrick,M,28,3321,USA,271.70
Fahey Julia E.,F,36,1393,USA,238.93
Christian Marie K.,F,45,1219,USA,315.98
Nally Ryan W.,M,28,3629,USA,296.05
Enright Ryan J.,M,39,2795,USA,241.10
Caron Jeanne,F,40,1495,USA,392.75
Salois Joe,M,52,1575,USA,301.87
Wallace Julie D.,F,45,587,USA,269.53
Hevener Suzanne B.,F,38,3768,USA,311.17
Johnson Joel P. Jr.,M,36,3014,USA,260.53
Bagley Jane P.,F,53,761,USA,361.88
Hollums Nicole D.,F,25,2784,USA,267.38
Salois Jonathan P.,M,26,3882,USA,315.17
Fischer Ted,M,46,1876,USA,292.67
McLoughlin Heather,F,41,1192,USA,296.63
Barnes Jared W.,M,33,4052,USA,337.17
Womble Matt C.,M,45,1625,USA,272.73
Bretagne Rick,M,44,1841,USA,321.08
Kolbinsky Susan,F,50,793,USA,400.40
Cogliano Brittani T.,F,20,4310,USA,356.42
Mondello Michael J.,M,40,1139,USA,239.65
Ficaro Marisol,F,49,1307,USA,336.00
Daley William P.,M,48,1598,USA,267.30
Kelley William,M,24,3504,USA,285.33
Moran Troy J.,M,42,1746,USA,302.88
Graves Dennis R.,M,57,748,USA,289.23
Busch William A. Jr.,M,32,4153,USA,353.08
Coffin Jared P.,M,32,3697     ,USA,306.63
Campbell Craig A.,M,37,4214,USA,365.60
Doyle Mike W.,M,63,564,USA,337.40
McGourty James H.,M,50,1616,USA,310.18
Mazzone Lauren E.,F,22,3044,USA,275.30
Brosseau Jennelle,F,22,3043,USA,275.30
Compagnone Georgeann,F,63,165,USA,434.08
Nicholls Alexa M.,F,23,3804,USA,315.85
Salois Jamie M.,M,31,3756,USA,301.87
Parsons John R. Jr.,M,47,1959,USA,295.05
McCormick Benjamin M.,M,28,3933,USA,329.18
Sugimoto Hiroatsu,M,35,3099,USA,261.27
Dahm Jeffrey J.,M,47,2097,USA,324.47
McCormick Cailen C.,F,28,3497,USA,302.60
Huff Virginia K.,F,32,3976,USA,331.40
Graubart Beth T.,F,49,1417,USA,399.20
Squire Kally M.,F,32,1734,USA,244.35
Kennedy Julie A.,F,46,775,USA,277.27
George Jason P.,M,42,1593,USA,278.78
OConnellRoseE.,F,22,3341,USA,288.33
Varnes Mitch,M,50,1698,USA,325.83
Fitzgerald Holly A.,F,37,2234,USA,251.98
Raftery Brendan P.,M,46,2095,USA,318.90
Bennett Miles J.,M,19,4215,USA,367.43
Emmerling-Reeves Robin,F,46,1412,USA,399.10
Joseph Shelley M.,F,44,1407,USA,335.00
DiLorenzo Paul D.,M,38,3846,USA,312.57
Curran Marjorie A.,F,49,1437,USA,437.98
McCarthy Paul J.,M,51,1754,USA,343.38
Sherbak Diann M.,F,46,1129,USA,300.78
Cruz Hector L.,M,49,2211,USA,377.53
Casey Melissa L.,F,31,4076,USA,333.50
Kirane Sarah A.,F,26,4136,USA,338.70
Greene Michelle P.,F,26,4479,USA,385.85
Weeks Timothy R.,M,36,3609,USA,297.30
Murphy Kathleen S.,F,54,446,USA,288.63
Macaskill Kenneth,M,42,1588,CAN,274.57
Flanagan Mary E.,F,26,4156,USA,347.82
Pelletier Timothy E.,M,43,1735,USA,300.50
Arenburg Jason O.,M,42,1921,USA,356.68
DeSilva Richard D.,M,42,1910,USA,342.98
Phaneuf Donna,F,50,729,USA,346.28
Ward Paula D.,F,55,370,USA,371.52
Bronson Ashley G.,F,26,3450,USA,296.08
Hamrock Michael G.,M,52,1803,USA,360.97
Spiegel Robert,M,53,1260,USA,273.12
Liebertz Christine,F,51,645,USA,315.37
McGuinness Michael J.,M,55,1017,USA,369.83
Boyle Neal P.,M,31,2861,USA,252.50
Genestreti Steven R.,M,53,1271,USA,277.55
Gamache Kathryn M.,F,33,3387,USA,289.28
Wells Herschel Jr.,M,43,1400,USA,254.98
Killilea Tim R.,M,27,3980,USA,326.97
Bessette Christine,F,36,4161,USA,345.12
McNamara Michael J.,M,48,2094,USA,319.52
Albano Bryan F.,M,30,3126,USA,261.02
Caddell Michael D.,M,33,4328,USA,435.80
Braucher Lauren M.,F,29,3577,USA,298.33
Stephens Jamal R.,M,32,3752,USA,301.92
Hortance Stedroy W.,M,34,4076,USA,337.88
Manuel Scott,M,36,3485,USA,283.73
Snee Tarah E.,F,26,3403,USA,297.13
Yeaton Wendy E.,F,49,1409,USA,388.13
Demidovich Carl W.,M,52,1552,USA,307.07
Gallagher Rory M.,M,27,3705,USA,298.52
Frazier Tom,M,54,1476,USA,290.50
Doherty Michael J.,M,47,2106,USA,323.35
Nolin Christian L.,M,39,2995,USA,255.88
Fawcett Johanna E.,F,31,4303,USA,355.25
Prunier Robert J.,M,42,1709,USA,294.43
Hayden Thomas J.,M,49,1929,USA,295.17
Karampatsos Michail,M,29,2487,GRE,235.85
Seltz David M.,M,30,3753,USA,305.37
Hagopian Mark D.,M,29,2555,USA,242.55
Honen Eileen,F,56,363,USA,362.45
Wallace Silifa K.,F,35,3133,USA,284.00
Burke Jennifer F.,F,30,3499,USA,298.32
Enger Patty,F,58,337,USA,347.22
Baumgardner Alan D.,M,54,1664,USA,318.75
Strout Kristan E.,F,29,2081,USA,252.80
Thomas Christopher G.,M,58,983,USA,341.77
Mederos Moses S.,M,37,3500,USA,285.43
Reilly Patricia A.,F,45,1274,USA,334.63
Thomas Courtney E.,F,25,4159,USA,341.75
Leahy John M.,M,44,1925,USA,355.08
Miller Emily H.,F,21,4117,USA,337.12
Malkin Whitney R.,F,25,4179,USA,346.52
Clifford Melissa L.,F,28,3841,USA,316.08
OGradyBethE.,F,51,719,USA,343.45
Hawkins Richard B.,M,70,65,USA,390.20
Barthwal Reeta,F,33,443,USA,225.17
Raza Maya N.,F,45,1332,USA,346.03
Casady James L.,M,38,3186,USA,266.37
Buckley Dorothy D.,F,26,3503,USA,293.90
Updyke Lauren G.,F,34,3443,USA,289.65
Marchesano Suzanne R.,F,47,581,USA,264.65
Stowell Jeff L.,M,50,1606,USA,314.07
Spring Ellen R.,F,59,384,USA,401.67
Berreckman Claude E.,M,53,1541,USA,305.58
Zamarro Amerigo III,M,28,3731,USA,299.70
Donovan Denise M.,F,41,1330,USA,314.77
Collins Susan L.,F,54,798,USA,409.42
Betts Drew O.,M,24,4063,USA,337.10
Capello Brad A.,M,37,3931,USA,327.25
Curran Siobhan,F,44,1426,USA,347.62
Cadorette Heather J.,F,37,3240,USA,286.62
Spinelli Kelly M.,F,42,1350,USA,318.65
dHemecourtMicheleA.,F,31,3289,USA,291.32
Canale Stephen,M,32,3496,USA,291.32
Schweid Chelsea E.,F,35,1076,USA,241.58
Schweid Michael J.,M,43,1648,USA,293.77
Webber Katelyn E.,F,29,3884,USA,326.62
Torsney Phil,M,55,689,USA,281.75
Shiner Marlene,F,48,1365,USA,364.23
Costello Christine E.,F,23,3067,USA,276.03
Hopkins Jeffrey B.,M,39,4302,USA,410.20
Arel Victoria L.,F,53,760,USA,366.98
Smail Joseph B.,M,38,3935,USA,327.12
Nyhan Sean P.,M,44,141,USA,202.67
Johnson Sarah E.,F,22,3573,USA,302.67
Moynihan Kevin P.,M,29,3463,USA,285.67
Montero Dan P.,M,41,1797,USA,314.17
Cinelli Mark A.,M,41,1867,USA,334.25
St Amant Patrick,M,41,1979,USA,381.62
Sharara Walid F.,M,34,3181,USA,270.68
Gallagher Dawn C.,F,44,1437,USA,357.83
Leiras Catherine A.,F,28,4412,USA,370.02
Russell Timothy W.,M,41,1732,USA,306.60
Simon Paul T. Jr.,M,27,2376,USA,241.95
Spirko Eric R.,M,26,3716,USA,304.13
Stapleton Brendan F.,M,26,3628,USA,301.88
Rancourt Julie A.,F,43,1306,USA,315.05
Meuse Katherine M.,F,39,3409,USA,293.87
Dionne Lindsey A.,F,30,4414,USA,372.43
Walsh Billy,M,37,4298,USA,414.23
Healy Fiona A.,F,37,4552,USA,414.23
Metzger Kristen M.,F,28,1438,USA,242.40
Riley Sean P.,M,35,3341,USA,273.53
Lopez Manuel F.,M,18,3857,USA,311.32
Brady Raymond F. Jr.,M,56,886,USA,310.68
Dickinson Anne L.,F,55,389,USA,406.13
Pennington William G.,M,57,708,USA,284.20
McKay Sean P.,M,39,4059,USA,343.75
Hamner Allison L.,F,25,3997,USA,327.78
Soderman Jeffrey T.,M,33,2579,USA,238.50
Pell Mary Anne,F,49,1323,USA,337.75
Jordan Jennifer,F,36,4356,USA,362.87
Sigman Marla F.,F,43,1245,USA,297.25
Spencer Nathan J.,M,38,3185,USA,272.32
Jacobs Timothy S.,M,41,1525,USA,271.08
Billington Sarah B.,F,31,3486,USA,291.93
Villari Charleen,F,46,788,USA,275.73
Sciannameo Amy,F,38,4181,USA,346.62
Ley Jeffrey M.,M,35,2707,USA,250.10
Ruemenapp Heather C.,F,42,1207,USA,297.73
Bonner Matthew J.,M,40,1994,USA,392.93
Shirley Stephen C.,M,36,4244,USA,379.33
Morrison Aaron E.,M,38,3800,USA,309.07
Healy Kristin M.,F,26,4052,USA,336.23
Oskwarek Jeffrey E.,M,37,3046,USA,261.27
Tuohy Michael P.,M,35,3903,USA,320.78
Turner Stephen C.,M,43,1909,USA,349.05
Applegate Brian C.,M,35,3758,USA,309.83
Anderson Brian S.,M,33,3672,USA,298.45
Mastrangelo Frank A.,M,47,2224,USA,377.68
Chlebnik Aimee J.,F,28,3076,USA,283.15
Compton Justin A.,M,35,3920,USA,323.03
Amaral Jonathan B.,M,23,3177,USA,265.65
Chisholm Jill A.,F,40,1162,USA,295.33
Crutchfield Carol J.,F,52,515,USA,304.10
Dodge Steve,M,41,1773,USA,309.95
Hughes Samantha E.,F,26,3880,USA,318.98
Hurley Stephen G.,M,41,1995,USA,395.12
Lyons Scott,M,38,4074,USA,341.35
Shiferman Gregory L.,M,27,3880,USA,319.80
Stewart Genevra,F,35,2850,USA,276.62
Wang Annie,F,29,4480,USA,385.85
Paterson Samuel C.,M,36,4122,USA,347.03
Rossetti Carlo,M,35,4034,USA,340.58
Nicholls Jennifer L.,F,33,4354,USA,370.18
Allen Anita A.,F,58,321      ,USA,340.65
Coon Jimmy,M,44,1664,USA,288.60
Lewis Larry D.,M,54,1589,USA,308.90
Murphy Colleen,F,28,2260,USA,261.52
Widdop Jill C.,F,34,4416,USA,373.28
Burke Gillian M.,F,28,4285,IRL,350.63
Doherty Cristina M.,F,44,657,USA,259.52
Knapp Ginny M.,F,34,4237,USA,354.45
Sullivan Joseph T.,M,30,4315,USA,421.88
Mallock Robert N.,M,50,1433,USA,289.45
Maher Michael J.,M,46,1336,USA,262.57
Fortuna Richard C.,M,43,1700,USA,289.22
Ready Sean P.,M,38,3869,USA,311.00
Driscoll Richard P.,M,46,2133,USA,325.52
Landry Lorie R.,F,38,3540,USA,298.23
Moore Scott G.,M,33,3064,USA,258.05
Farbman Richard H.,M,33,3065,USA,258.05
Kilik Jon,M,55,605,USA,271.97
Jeffers Christina M.,F,35,4420,USA,374.78
Rheaume Lisa E.,F,44,862,USA,266.58
McNally Brian J.,M,46,2148,USA,334.37
Scott Robert A.,M,44,1009,USA,240.42
Harrison Rachel,F,23,3825,USA,316.25
Reed Adia K.,F,24,4390,USA,367.65
OHaraLindseyM.,F,26,4398,USA,375.88
Norcross Jim,M,43,1798,USA,312.32
Ng Karmin,M,28,3806,USA,314.52
Andersen Sean L.,M,33,3984,USA,323.55
Newman Paul C. Jr.,M,39,3658,USA,301.60
Dickey John R.,M,43,1156,USA,245.33
Zent Jessica E.,F,42,1129,USA,284.58
Fitts Joann M.,F,41,1415,USA,337.70
Raghavan Vijaya,M,42,1708,USA,297.48
Sanderson Scott R.,M,48,2130,USA,331.88
Jarbeau Joshua A.,M,40,1886,USA,338.95
Edgren Robert E. Jr.,M,42,1941,USA,364.63
Bergstrom Emma E.,F,22,4298,USA,355.25
McIntyre Kelli A.,F,22,4299,USA,355.25
Moy Kerri L.,F,24,2172,USA,257.10
Scannell Thomas B.,M,49,2117,USA,324.25
Viger Ralph E.,M,56,907,USA,319.53
OBrienDiarmuid,M,20,3358,IRL,273.88
Duffy Christine J.,F,43,1463,USA,368.55
Kosch Calli,F,24,3575,USA,302.72
Molk Joshua T.,M,29,3956,USA,329.55
Neeson Justine,F,28,4476,USA,387.77
Ouellette Jeremy A.,M,28,3250,USA,274.77
Taormina Dean A.,M,42,1952,USA,366.63
Kalenowicz Kristen R.,F,26,3260,USA,290.38
Marquis Stephen D.,M,43,1325,USA,253.67
Willner Jon R.,M,40,1548,USA,272.55
Weatherby Gregg T.,M,53,1762,USA,356.25
Meyer Peter M.,M,42,1895,USA,339.40
Rady Michael R.,M,40,1784,USA,311.38
Smith Ryan H.,M,35,3584,USA,294.23
Christin Jessica L.,F,27,1735,USA,252.68
Silbersky Thomas M.,M,47,1564,SWE,271.13
Corbally Kempes,M,33,1039,USA,207.03
McCabe Shawn W.,M,42,1589,USA,275.93
Greenburg Jodi A.,F,48,1334,USA,353.07
Crowell Kathleen M.,F,31,3896,USA,326.97
Crowell Michael T.,M,40,1853,USA,330.10
Polmear Michael M.,M,24,1906,USA,229.83
Reed Amanda P.,F,38,3692,USA,307.55
Williamson Lynn C.,F,40,1472,USA,373.28
Hoard Christopher R.,M,38,3559,USA,293.70
Isidoro Daniel J.,M,28,4190,USA,362.73
Gosnell Ashley,F,29,3625,USA,302.23
Lentine John J.,M,54,1603,USA,304.45
Moynihan Molly A.,F,34,4483,USA,390.28
Bannister Jillian P.,F,24,4015,USA,333.58
Day Scott E.,M,46,2208,USA,371.75
Huber Jay,M,53,1792,USA,357.93
Jordan Brain J.,M,56,1078,USA,432.32
Maher Jeff,M,40,1585,USA,279.12
Davies Derek R.,M,30,4312,USA,424.75
Charon Brian,M,39,3696,USA,303.90
Dowley Conor R.,M,32,4081,USA,340.75
Marc-Aurele Jeffrey T.,M,23,3232,USA,269.58
Dooley John P.,M,54,1679,USA,322.13
Grace Ed M.,M,48,2238,USA,402.17
Mayo Jane B.,F,46,1415,USA,402.17
Nocka Steven M.,M,49,2205,USA,373.22
Mcinnes Elizabeth,F,27,3714,USA,311.18
Anair Raymond M.,M,43,1783,USA,311.77
Brennan Paul J.,M,46,2104,USA,317.78
Craig Kristen E.,F,31,3851,USA,322.37
Joy Andrew A.,M,37,4084,USA,343.38
Walsh David,M,22,3123,USA,267.62
Mullen Whitney E.,F,22,3635,USA,307.57
McGonagle Neil C.,M,47,2126,USA,327.07
Shepard Anna E.,F,26,3590,USA,304.20
Morrissey Amanda J.,F,23,2852,USA,275.60
Crawford Tabitha A.,F,41,1442,USA,359.32
Kupper Tyler W.,M,26,3312,USA,276.03
Williams Christine,F,39,4349,USA,365.83
Foley Michael S.,M,28,3677,USA,297.00
Maider Caroline M.,F,25,4499,USA,390.68
Cusack Stephen M.,M,33,3510,USA,290.55
Doyle Brian N.,M,35,2961,USA,261.52
Falvey Lauren J.,F,28,3613,USA,307.18
Held Alyssa L.,F,49,1292,USA,335.50
Osborne Ben N.,M,37,3532,USA,290.50
Holland Michele,F,47,1360,USA,353.82
Clark Robert H.,M,42,1969,USA,373.03
Greene John K.,M,61,464,USA,305.40
Pugsley Katherine A.,F,29,3858,USA,318.55
Bright William M.,M,34,4234,USA,372.40
Haggerty Sean R.,M,43,1801,USA,312.35
Barrett Stephen W.,M,56,581,USA,272.55
Conlon Tom,M,27,4054,USA,337.62
Gilbert Scott,M,47,1559,USA,264.92
Pokorny Richard J.,M,46,1881,USA,288.03
Abline Michael R.,M,45,2245,USA,421.55
Bearce Megan T.,F,55,318,USA,340.93
Annicelli Andrew,M,48,1780,USA,279.78
Coyle Timothy P.,M,38,4150,USA,350.63
Brown Kevin E.,M,42,1902,USA,340.67
Brown Raymond,M,55,1063,USA,407.15
Schneeweis John R.,M,51,1732,USA,336.33
Longolucco Ronald,M,41,1553,USA,274.55
McAteer Vincent,M,37,3994,USA,329.70
Zenowich Meredith L.,F,37,3827,USA,316.43
Dubeau Joseph,M,47,1933,USA,290.67
Perotti Mark J.,M,41,1603,USA,278.20
Mcateer Kristina,F,36,4018,USA,329.68
Bucala Richard,M,54,1726,USA,333.72
Fisk Thomas S.,M,27,3808,USA,309.08
Merner Robert M.,M,53,1799,USA,361.65
Harris Stephen A.,M,62,662,CAN,389.63
Hartigan Katherine,F,32,4514,USA,393.33
Wack Peter,M,45,1842,USA,284.08
Guerriero Stephanie A.,F,33,4245,USA,349.78
Boyle Cynthia B.,F,37,4559,USA,412.92
Leal Bernadette,F,44,1423,USA,344.18
OMearaMarcC.,M,42,1840,USA,319.52
Kelly Katelyn E.,F,24,3167,USA,279.88
Deangelis Nicholas V.,M,32,4268,USA,388.90
Carey Gerald S.,M,55,1047,USA,389.00
Adreani Jennifer,F,39,3882,USA,321.85
Boyle William J.,M,55,951,USA,330.15
Sullivan Thomas A.,M,55,861,USA,304.87
Navarrete Benjamin,M,63,641,USA,364.38
Adipietro Frank J.,M,54,1769,USA,348.58
Kelsch Mattheu P.,M,35,2220,USA,229.12
Moriarty Sarah D.,F,35,3897,USA,320.27
Strock Patricia T.,F,41,1270,USA,308.92
Uliana Christopher,M,35,3685,USA,299.17
Carriere Anthony P.,M,37,3873,USA,314.93
Breeding Evan M.,M,30,3764,USA,302.77
OConnorTimothyG.,M,34,4272,USA,390.08
Gerhardt Wayne J.,M,48,2078,USA,318.13
Murphy Shawn P.,M,42,2005,USA,406.85
Perry Jeffrey E.,M,34,4297,USA,405.75
Dugdale James W.,M,57,1039,USA,386.70
Wilson Matthew J.,M,36,3924,USA,320.32
Dickinson Ryan H.,M,30,3955,USA,325.05
Rossini John M.,M,32,4103,USA,342.32
Brown Christopher M.,M,44,2004,USA,406.85
Berkel Brian D.,M,41,1865,USA,328.45
Rose Carly E.,F,35,3913,USA,322.95
Sellers Robert,M,43,1872,USA,329.92
Collura John,M,50,1833,USA,382.12
Outwater Robert,M,40,1983,USA,383.13
Gill Daniel J.,M,30,4094,USA,341.92
Paluk Christian,M,42,1984,USA,383.15
Wilson David W.,M,51,1876,USA,430.40
Kennefick Donald P.,M,53,1723,USA,331.38
Gagne Joel D.,M,38,4079,USA,338.90
Gibbons Genevieve J.,F,33,3912,USA,322.95
Haley Kevin,M,36,4080,USA,338.90
Hubbard John L.,M,54,1869,USA,409.72
Fitzgerald Gary E.,M,40,1992,USA,388.92
Twomey David P.,M,34,3087,USA,259.40
Noonan Neal F.,M,35,3606,USA,292.60
Bosse John P.,M,32,3783,USA,305.20
Foglietta Christopher H.,M,45,2186,USA,354.45
Gibbons Ronald,M,52,1756,USA,344.18
Balducci Joel,M,43,1854,USA,323.83
Reilly John C.,M,41,1636,USA,284.52
Vieira Leona S.,F,50,786,USA,390.70
Noonan Robert C.,M,35,4135,USA,348.57
Favuzza Robert J.,M,47,1455,USA,260.42
Allen Our Meredith R.,F,34,4217     ,USA,347.77
Dunn Scott,M,38,3954,USA,323.83
Flynn Joseph T.,M,29,3088,USA,259.70
Burke Mark E. Jr.,M,29,4031,USA,333.25
Scott Abbey C.,F,33,3951,USA,324.92
Pugsley Stephen M.,M,55,1007,USA,358.10
Drifmeyer Gretchen J.,F,36,4215,USA,347.77
Mason Christopher S.,M,48,1920,USA,291.57
Silvestri Kevin T.,M,37,4098,USA,342.32
Herman Daniel T.,M,34,4123,USA,346.60
Guerriero Michael B.,M,33,4142,USA,349.78
Johnson Patrick M.,M,31,3990,USA,329.40
Boyle Stephen J.,M,41,2010,USA,412.92
Downer Edward,M,47,2193,USA,361.70
Manzi Albert P. Jr.,M,59,874,USA,308.20
Cronin Richard A. Jr.,M,49,2167,USA,342.85
Kennard Aaron T.,M,32,390,USA,180.75
Sivaraman Sundar,M,42,1635,USA,288.32
Boccalatte Philip F.,M,37,2955,USA,254.75
Avery William,M,38,3926,USA,325.93
Pucci Joseph A. Jr.,M,44,1036,USA,242.40
Swarner Sean B.,M,37,3688,USA,303.62
Stellwagen Jonathan,M,32,3545,USA,294.20
Jones Brett T.,M,26,2520,USA,238.47
Wolk Lisa S.,F,30,3089,USA,276.92
Littlejohn Vaughn A.,M,44,1785,USA,314.92
Maranian Laurie A.,F,26,4466,USA,382.35
Andrew Karen M.,F,42,1284,USA,307.27
Towlson Kate E.,F,41,1511,USA,424.75
Johnson William M.,M,70,67,USA,389.55
Roney Christopher M.,M,40,1883,USA,336.60
Conway Michael L.,M,27,4203,USA,369.33
Mirabella Steven,M,46,1726,USA,276.97
Furbush Alicia A.,F,43,1401,USA,338.32
Bannish Jennifer E.,F,27,4312,USA,352.57
Atlas Gary N.,M,52,1805,USA,363.92
Capua Anthony A.,M,31,1927,USA,223.32
Noel Bernadette M.,F,53,773,USA,381.22
Schwartz Jonathan B.,M,35,3305,USA,275.08
DiMucci Joseph E.,M,53,1858,USA,400.47
Baker Christine H.,F,53,796,USA,406.08
McMorrow Ryan M.,M,23,3130,USA,260.47
Hill David A.,M,29,4024,USA,336.23
Altieri Megan M.,F,18,3729,USA,309.92
Wilson William I.,M,21,2787,USA,248.08
Spencer Ian J.,M,33,4126,USA,351.45
Pellowski Melanie J.,F,28,4270,USA,357.02
Riley Julia M.,F,21,3521,USA,302.22
Mariano Deedee,F,62,84,USA,313.23
Catlin Doris,F,38,3715,USA,307.15
Altieri Elizabeth S.,F,20,3090,USA,279.30
Winterstern Jessica M.,F,25,3253,USA,288.48
Kiluk Michelle A.,F,46,818,USA,279.43
McDonald Dave C.,M,23,3670,USA,301.30
McDonald John J. Jr.,M,26,3519,USA,291.85
McDonald James C.,M,27,2498,USA,242.42
McDonald Jack J.,M,60,569,USA,337.18
Mathieson Cory J.,M,34,4089,USA,345.52
Richard Martin J.,M,44,1933,USA,357.77
Colman-Brochu Stephanie M.,F,48,1369,USA,366.20
Palumbo Lauren A.,F,29,4567,USA,424.18
Palumbo Jonathan E.,M,35,4317,USA,424.18
Lafley Richard L.,M,46,2203,USA,369.63
Alesch Molly K.,F,29,2578,USA,270.70
Keller Alan M.,M,39,3031,USA,260.40
Crochiere Jay F.,M,46,2195,USA,363.92
Aldenberg Allen D.,M,40,1905,USA,345.83
Elder Jim,M,27,3634,USA,296.88
Smitley Kyle S.,F,27,4112,USA,341.67
Huynh Charles K.,M,26,4314,USA,424.80
Maxwell Amanda L.,F,30,4249,USA,347.33
Pete David T.,M,46,2179,USA,349.30
Ballard Jim,M,60,614,USA,350.13
Barrett Dana S.,M,36,4039,USA,334.37
Bernazzani Laura A.,F,23,3893,USA,321.63
Bernazzani Margaret M.,F,56,315,USA,332.45
Bethell Constance A.,F,32,3299,USA,284.97
Buckley Michael S.,M,39,4293,USA,403.10
Campbell Beth,F,43,699,USA,260.03
Carlson Brian R.,M,27,4091,USA,341.28
Carlson Jeanine A.,F,58,372,USA,373.60
Catlow Michael J.,M,48,2090,USA,318.22
Colleran Hayley K.,F,25,3809,USA,315.32
Colleran Brittany M.,F,25,3055,USA,277.30
Coughlin Joseph P.,M,31,3441,USA,281.08
Cullen Timothy A.,M,32,2513,USA,238.55
Dalvet Gabrielle M.,F,24,4269,USA,355.65
McDonnell Anne Marie,F,31,3469,USA,295.13
Dowd Kathleen M.,F,42,1136,USA,288.02
Duffy Robert M.,M,44,1790,USA,313.17
Dussault Joseph E.,M,28,2633,USA,240.38
England Brendan R.,M,27,3167,USA,264.25
Fanning Catherine E.,F,25,2907,USA,275.52
Fanning Michael F.,M,35,4181,USA,358.60
Fattore John E.,M,52,1330,USA,279.63
Fitzpatrick Brandan,M,31,3849,USA,313.60
Forrester Nichola P.,F,40,801,USA,264.37
Gautreau Michael,M,46,1882,USA,292.02
Gilbert Alan H.,M,60,680,USA,425.60
Grant Janelle H.,F,29,2400,USA,260.72
Green Brian J.,M,37,3965,USA,326.75
Griffin Thomas M.,M,32,3804,USA,307.80
Hagel Tim A.,M,51,1777,USA,351.17
Hernandez Art,M,36,4236,USA,373.37
Hobin Michelle C.,F,28,3867,USA,320.25
Johnston Robert S.,M,53,1845,USA,389.78
Jones Cecil R.,M,50,1683,USA,322.57
Joyce Stephen T.,M,52,1331,USA,278.68
Keenan Dennis J.,M,40,1881,USA,334.37
Kelly Frank G.,M,51,1875,USA,427.55
Kent Michael R.,M,48,2005,USA,303.03
Kerrigan Katelyn J.,F,31,3942,USA,324.30
Kimball Sandra M.,F,35,2665,USA,267.77
Lemone Christopher A.,M,42,1807,USA,315.60
Maloney Clyde,M,44,1953,USA,363.62
Pentis Randy M.,M,54,1767,USA,348.17
Mason Ryan,M,33,2225,USA,230.45
McKenna Heather K.,F,44,701,USA,260.03
McLaughlin Kristen E.,F,27,3865,USA,319.78
Morrison Bob B.,M,54,1863,USA,405.75
Nally Don,M,47,2227,USA,381.80
Nelson Judy L.,F,52,790,USA,389.82
OLearyPaulJ.,M,45,1777,USA,279.88
Moore Shannon R.,F,31,3936,USA,323.55
Osetek Julie E.,F,42,1186,USA,294.63
Owens John K. Jr.,M,26,2841,USA,248.92
